date,meantempm,meantempm_1,meantempm_2,meantempm_3,meandewptm_1,meandewptm_2,meandewptm_3,meanpressurem_1,meanpressurem_2,meanpressurem_3,maxhumidity_1,maxhumidity_2,maxhumidity_3,minhumidity_1,minhumidity_2,minhumidity_3,maxtempm_1,maxtempm_2,maxtempm_3,mintempm_1,mintempm_2,mintempm_3,maxdewptm_1,maxdewptm_2,maxdewptm_3,mindewptm_1,mindewptm_2,mindewptm_3,maxpressurem_1,maxpressurem_2,maxpressurem_3,minpressurem_1,minpressurem_2,minpressurem_3,precipm_1,precipm_2,precipm_3
2015/5/17,21,22,17,17,17,14,14,1007,1012,1013,97,100,100,54,61,66,27,23,21,16,12,12,18,17,16,14,11,11,1010,1015,1017,1004,1009,1012,1.27,23.88,10.67
2015/5/18,13,21,22,17,14,17,14,1006,1007,1012,97,97,100,35,54,61,28,27,23,14,16,12,16,18,17,10,14,11,1015,1010,1015,1001,1004,1009,6.1,1.27,23.88
2015/5/19,7,13,21,22,5,14,17,1025,1006,1007,86,97,97,43,35,54,18,28,27,7,14,16,12,16,18,2,10,14,1029,1015,1010,1016,1001,1004,0,6.1,1.27
2015/5/20,9,7,13,21,3,5,14,1027,1025,1006,89,86,97,61,43,35,11,18,28,3,7,14,6,12,16,1,2,10,1030,1029,1015,1022,1016,1001,2.29,0,6.1
2015/5/21,12,9,7,13,6,3,5,1024,1027,1025,93,89,86,68,61,43,12,11,18,7,3,7,7,6,12,4,1,2,1026,1030,1029,1022,1022,1016,0.51,2.29,0
2015/5/22,13,12,9,7,4,6,3,1025,1024,1027,100,93,89,31,68,61,22,12,11,3,7,3,6,7,6,2,4,1,1026,1026,1030,1022,1022,1022,0,0.51,2.29
2015/5/23,16,13,12,9,7,4,6,1023,1025,1024,86,100,93,48,31,68,18,22,12,8,3,7,9,6,7,4,2,4,1024,1026,1026,1022,1022,1022,0,0,0.51
2015/5/24,19,16,13,12,13,7,4,1020,1023,1025,93,86,100,57,48,31,17,18,22,13,8,3,16,9,6,7,4,2,1023,1024,1026,1015,1022,1022,2.29,0,0
2015/5/25,21,19,16,13,16,13,7,1011,1020,1023,100,93,86,73,57,48,22,17,18,16,13,8,17,16,9,15,7,4,1016,1023,1024,1008,1015,1022,4.83,2.29,0
2015/5/26,19,21,19,16,14,16,13,1008,1011,1020,100,100,93,53,73,57,27,22,17,15,16,13,17,17,16,12,15,7,1009,1016,1023,1006,1008,1015,0,4.83,2.29
2015/5/27,19,19,21,19,14,14,16,1010,1008,1011,90,100,100,53,53,73,22,27,22,15,15,16,17,17,17,12,12,15,1014,1009,1016,1006,1006,1008,3.81,0,4.83
2015/5/28,21,19,19,21,10,14,14,1017,1010,1008,89,90,100,28,53,53,28,22,27,10,15,15,13,17,17,8,12,12,1018,1014,1009,1014,1006,1006,0,3.81,0
2015/5/29,20,21,19,19,17,10,14,1015,1017,1010,100,89,90,63,28,53,25,28,22,17,10,15,19,13,17,12,8,12,1017,1018,1014,1012,1014,1006,1.78,0,3.81
2015/5/30,16,20,21,19,15,17,10,1014,1015,1017,93,100,89,52,63,28,27,25,28,13,17,10,18,19,13,10,12,8,1019,1017,1018,1010,1012,1014,0,1.78,0
2015/5/31,14,16,20,21,7,15,17,1021,1014,1015,83,93,100,33,52,63,22,27,25,9,13,17,9,18,19,4,10,12,1023,1019,1017,1020,1010,1012,0,0,1.78
2015/6/1,19,14,16,20,8,7,15,1022,1021,1014,93,83,93,45,33,52,22,22,27,6,9,13,11,9,18,6,4,10,1023,1023,1019,1019,1020,1010,0,0,0
2015/6/2,21,19,14,16,11,8,7,1019,1022,1021,78,93,83,46,45,33,25,22,22,12,6,9,13,11,9,7,6,4,1021,1023,1023,1017,1019,1020,0,0,0
2015/6/3,23,21,19,14,14,11,8,1014,1019,1022,86,78,93,58,46,45,26,25,22,14,12,6,18,13,11,12,7,6,1017,1021,1023,1011,1017,1019,0,0,0
2015/6/4,21,23,21,19,17,14,11,1012,1014,1019,100,86,78,51,58,46,28,26,25,17,14,12,19,18,13,16,12,7,1015,1017,1021,1008,1011,1017,21.84,0,0
2015/6/5,23,21,23,21,18,17,14,1014,1012,1014,93,100,86,73,51,58,23,28,26,18,17,14,19,19,18,17,16,12,1017,1015,1017,1011,1008,1011,18.8,21.84,0
2015/6/6,25,23,21,23,17,18,17,1017,1014,1012,100,93,100,51,73,51,29,23,28,16,18,17,18,19,19,16,17,16,1020,1017,1015,1016,1011,1008,0,18.8,21.84
2015/6/7,23,25,23,21,19,17,18,1013,1017,1014,93,100,93,57,51,73,31,29,23,19,16,18,22,18,19,18,16,17,1018,1020,1017,1006,1016,1011,8.13,0,18.8
2015/6/8,24,23,25,23,17,19,17,1008,1013,1017,84,93,100,40,57,51,30,31,29,16,19,16,21,22,18,12,18,16,1011,1018,1020,1006,1006,1016,0.76,8.13,0
2015/6/9,26,24,23,25,13,17,19,1012,1008,1013,93,84,93,24,40,57,32,30,31,15,16,19,16,21,22,9,12,18,1013,1011,1018,1010,1006,1006,0,0.76,8.13
2015/6/10,28,26,24,23,15,13,17,1009,1012,1008,84,93,84,24,24,40,36,32,30,16,15,16,18,16,21,12,9,12,1011,1013,1011,1005,1010,1006,0,0,0.76
2015/6/11,21,28,26,24,18,15,13,1006,1009,1012,84,84,93,31,24,24,37,36,32,19,16,15,21,18,16,17,12,9,1008,1011,1013,1003,1005,1010,51.31,0,0
2015/6/12,18,21,28,26,18,18,15,1006,1006,1009,100,84,84,81,31,24,24,37,36,17,19,16,21,21,18,16,17,12,1009,1008,1011,1004,1003,1005,25.4,51.31,0
2015/6/13,21,18,21,28,16,18,18,1012,1006,1006,100,100,84,73,81,31,20,24,37,16,17,19,16,21,21,14,16,17,1013,1009,1008,1009,1004,1003,0,25.4,51.31
2015/6/14,23,21,18,21,17,16,18,1011,1012,1006,100,100,100,62,73,81,27,20,24,15,16,17,19,16,21,15,14,16,1013,1013,1009,1009,1009,1004,0,0,25.4
2015/6/15,21,23,21,18,20,17,16,1011,1011,1012,100,100,100,65,62,73,29,27,20,17,15,16,22,19,16,17,15,14,1013,1013,1013,1009,1009,1009,11.18,0,0
2015/6/16,20,21,23,21,18,20,17,1015,1011,1011,100,100,100,62,65,62,26,29,27,15,17,15,19,22,19,14,17,15,1021,1013,1013,1012,1009,1009,41.4,11.18,0
2015/6/17,25,20,21,23,14,18,20,1019,1015,1011,100,100,100,40,62,65,27,26,29,12,15,17,18,19,22,11,14,17,1022,1021,1013,1014,1012,1009,0,41.4,11.18
2015/6/18,21,25,20,21,17,14,18,1014,1019,1015,93,100,100,42,40,62,31,27,26,19,12,15,20,18,19,16,11,14,1015,1022,1021,1012,1014,1012,0,0,41.4
2015/6/19,22,21,25,20,17,17,14,1016,1014,1019,93,93,100,60,42,40,26,31,27,17,19,12,18,20,18,16,16,11,1019,1015,1022,1014,1012,1014,15.24,0,0
2015/6/20,28,22,21,25,16,17,17,1014,1016,1014,93,93,93,45,60,42,29,26,31,14,17,19,17,18,20,14,16,16,1018,1019,1015,1009,1014,1012,0,15.24,0
2015/6/21,25,28,22,21,20,16,17,1007,1014,1016,84,93,93,52,45,60,33,29,26,22,14,17,23,17,18,16,14,16,1009,1018,1019,1005,1009,1014,0,0,15.24
2015/6/22,26,25,28,22,20,20,16,1011,1007,1014,90,84,93,53,52,45,31,33,29,19,22,14,24,23,17,17,16,14,1015,1009,1018,1007,1005,1009,0,0,0
2015/6/23,20,26,25,28,20,20,20,1008,1011,1007,85,90,84,43,53,52,33,31,33,17,19,22,23,24,23,12,17,16,1016,1015,1009,1004,1007,1005,0,0,0
2015/6/24,28,20,26,25,13,20,20,1020,1008,1011,86,85,90,43,43,53,26,33,31,14,17,19,16,23,24,11,12,17,1022,1016,1015,1017,1004,1007,0,0,0
2015/6/25,24,28,20,26,19,13,20,1014,1020,1008,87,86,85,42,43,43,36,26,33,19,14,17,24,16,23,15,11,12,1017,1022,1016,1009,1017,1004,0,0,0
2015/6/26,24,24,28,20,20,19,13,1014,1014,1020,100,87,86,67,42,43,28,36,26,20,19,14,22,24,16,18,15,11,1016,1017,1022,1012,1009,1017,0,0,0
2015/6/27,23,24,24,28,17,20,19,1016,1014,1014,90,100,87,40,67,42,29,28,36,18,20,19,19,22,24,13,18,15,1019,1016,1017,1014,1012,1009,0,0,0
2015/6/28,26,23,24,24,15,17,20,1017,1016,1014,97,90,100,34,40,67,31,29,28,15,18,20,16,19,22,13,13,18,1020,1019,1016,1014,1014,1012,0,0,0
2015/6/29,24,26,23,24,14,15,17,1011,1017,1016,73,97,90,31,34,40,32,31,29,18,15,18,16,16,19,12,13,13,1013,1020,1019,1010,1014,1014,0,0,0
2015/6/30,25,24,26,23,16,14,15,1013,1011,1017,84,73,97,36,31,34,32,32,31,16,18,15,18,16,16,14,12,13,1014,1013,1020,1012,1010,1014,0,0,0
2015/7/1,26,25,24,26,18,16,14,1012,1013,1011,93,84,73,44,36,31,32,32,32,18,16,18,19,18,16,16,14,12,1014,1014,1013,1010,1012,1010,0.51,0,0
2015/7/2,22,26,25,24,19,18,16,1010,1012,1013,93,93,84,57,44,36,31,32,32,19,18,16,22,19,18,18,16,14,1014,1014,1014,1008,1010,1012,5.59,0.51,0
2015/7/3,22,22,26,25,18,19,18,1013,1010,1012,93,93,93,74,57,44,25,31,32,18,19,18,20,22,19,17,18,16,1015,1014,1014,1012,1008,1010,18.29,5.59,0.51
2015/7/4,22,22,22,26,17,18,19,1015,1013,1010,93,93,93,54,74,57,27,25,31,18,18,19,18,20,22,14,17,18,1016,1015,1014,1014,1012,1008,0,18.29,5.59
2015/7/5,27,22,22,22,16,17,18,1014,1015,1013,93,93,93,51,54,74,29,27,25,14,18,18,18,18,20,14,14,17,1016,1016,1015,1012,1014,1012,0,0,18.29
2015/7/6,23,27,22,22,21,16,17,1010,1014,1015,84,93,93,56,51,54,34,29,27,21,14,18,23,18,18,18,14,14,1013,1016,1016,1006,1012,1014,0,0,0
2015/7/7,18,23,27,22,20,21,16,1012,1010,1014,93,84,93,65,56,51,28,34,29,17,21,14,22,23,18,16,18,14,1018,1013,1016,1007,1006,1012,7.37,0,0
2015/7/8,19,18,23,27,11,20,21,1020,1012,1010,93,93,84,41,65,56,23,28,34,12,17,21,15,22,23,9,16,18,1021,1018,1013,1018,1007,1006,0,7.37,0
2015/7/9,21,19,18,23,12,11,20,1016,1020,1012,93,93,93,46,41,65,26,23,28,11,12,17,14,15,22,11,9,16,1019,1021,1018,1014,1018,1007,0,0,7.37
2015/7/10,23,21,19,18,15,12,11,1016,1016,1020,97,93,93,45,46,41,28,26,23,14,11,12,17,14,15,13,11,9,1017,1019,1021,1014,1014,1018,0,0,0
2015/7/11,28,23,21,19,19,15,12,1016,1016,1016,93,97,93,67,45,46,28,28,26,17,14,11,21,17,14,16,13,11,1017,1017,1019,1014,1014,1014,0.25,0,0
2015/7/12,29,28,23,21,22,19,15,1013,1016,1016,93,93,97,50,67,45,34,28,28,22,17,14,23,21,17,19,16,13,1015,1017,1017,1011,1014,1014,0,0.25,0
2015/7/13,29,29,28,23,24,22,19,1010,1013,1016,93,93,93,56,50,67,35,34,28,23,22,17,26,23,21,22,19,16,1011,1015,1017,1008,1011,1014,0,0,0.25
2015/7/14,28,29,29,28,21,24,22,1007,1010,1013,94,93,93,35,56,50,36,35,34,22,23,22,24,26,23,16,22,19,1008,1011,1015,1006,1008,1011,0,0,0
2015/7/15,26,28,29,29,19,21,24,1009,1007,1010,93,94,93,33,35,56,37,36,35,18,22,23,22,24,26,16,16,22,1011,1008,1011,1007,1006,1008,0,0,0
2015/7/16,28,26,28,29,22,19,21,1011,1009,1007,87,93,94,61,33,35,29,37,36,23,18,22,23,22,24,19,16,16,1013,1011,1008,1009,1007,1006,1.27,0,0
2015/7/17,28,28,26,28,22,22,19,1008,1011,1009,100,87,93,52,61,33,33,29,37,22,23,18,23,23,22,20,19,16,1010,1013,1011,1006,1009,1007,14.22,1.27,0
2015/7/18,27,28,28,26,22,22,22,1006,1008,1011,93,100,87,45,52,61,37,33,29,20,22,23,25,23,23,19,20,19,1008,1010,1013,1004,1006,1009,0,14.22,1.27
2015/7/19,27,27,28,28,20,22,22,1010,1006,1008,87,93,100,52,45,52,32,37,33,21,20,22,23,25,23,17,19,20,1013,1008,1010,1008,1004,1006,0.76,0,14.22
2015/7/20,25,27,27,28,21,20,22,1013,1010,1006,93,87,93,57,52,45,30,32,37,23,21,20,22,23,25,18,17,19,1015,1013,1008,1011,1008,1004,0,0.76,0
2015/7/21,22,25,27,27,19,21,20,1012,1013,1010,93,93,87,44,57,52,32,30,32,17,23,21,22,22,23,16,18,17,1015,1015,1013,1010,1011,1008,0,0,0.76
2015/7/22,22,22,25,27,15,19,21,1015,1012,1013,97,93,93,40,44,57,29,32,30,15,17,23,17,22,22,14,16,18,1017,1015,1015,1013,1010,1011,0,0,0
2015/7/23,26,22,22,25,16,15,19,1013,1015,1012,93,97,93,40,40,44,29,29,32,15,15,17,17,17,22,14,14,16,1014,1017,1015,1011,1013,1010,0,0,0
2015/7/24,30,26,22,22,21,16,15,1012,1013,1015,87,93,97,56,40,40,34,29,29,18,15,15,23,17,17,17,14,14,1014,1014,1017,1011,1011,1013,0,0,0
2015/7/25,26,30,26,22,22,21,16,1011,1012,1013,88,87,93,48,56,40,38,34,29,22,18,15,26,23,17,18,17,14,1013,1014,1014,1010,1011,1011,8.89,0,0
2015/7/26,28,26,30,26,20,22,21,1014,1011,1012,93,88,87,61,48,56,29,38,34,22,22,18,22,26,23,16,18,17,1019,1013,1014,1011,1010,1011,3.05,8.89,0
2015/7/27,29,28,26,30,23,20,22,1011,1014,1011,94,93,88,60,61,48,34,29,38,22,22,22,26,22,26,21,16,18,1013,1019,1013,1009,1011,1010,0.51,3.05,8.89
2015/7/28,27,29,28,26,23,23,20,1010,1011,1014,94,94,93,49,60,61,33,34,29,24,22,22,26,26,22,21,21,16,1011,1013,1019,1008,1009,1011,0,0.51,3.05
2015/7/29,23,27,29,28,22,23,23,1010,1010,1011,91,94,94,52,49,60,34,33,34,19,24,22,24,26,26,17,21,21,1016,1011,1013,1006,1008,1009,0.51,0,0.51
2015/7/30,24,23,27,29,13,22,23,1020,1010,1010,100,91,94,25,52,49,31,34,33,15,19,24,17,24,26,7,17,21,1022,1016,1011,1017,1006,1008,0,0.51,0
2015/7/31,27,24,23,27,14,13,22,1021,1020,1010,90,100,91,26,25,52,33,31,34,15,15,19,18,17,24,11,7,17,1022,1022,1016,1019,1017,1006,0,0,0.51
2015/8/1,24,27,24,23,19,14,13,1019,1021,1020,87,90,100,43,26,25,34,33,31,18,15,15,22,18,17,14,11,7,1021,1022,1022,1015,1019,1017,0,0,0
2015/8/2,29,24,27,24,17,19,14,1015,1019,1021,93,87,90,35,43,26,32,34,33,17,18,15,20,22,18,13,14,11,1018,1021,1022,1011,1015,1019,0,0,0
2015/8/3,25,29,24,27,21,17,19,1010,1015,1019,93,93,87,46,35,43,36,32,34,22,17,18,24,20,22,16,13,14,1012,1018,1021,1007,1011,1015,0,0,0
2015/8/4,26,25,29,24,17,21,17,1013,1010,1015,93,93,93,51,46,35,30,36,32,19,22,17,20,24,20,16,16,13,1016,1012,1018,1011,1007,1011,0,0,0
2015/8/5,25,26,25,29,19,17,21,1014,1013,1010,93,93,93,50,51,46,32,30,36,19,19,22,22,20,24,17,16,16,1017,1016,1012,1011,1011,1007,4.32,0,0
2015/8/6,23,25,26,25,21,19,17,1014,1014,1013,97,93,93,65,50,51,28,32,30,21,19,19,21,22,20,20,17,16,1016,1017,1016,1013,1011,1011,0,4.32,0
2015/8/7,27,23,25,26,19,21,19,1012,1014,1014,100,97,93,67,65,50,28,28,32,17,21,19,21,21,22,18,20,17,1015,1016,1017,1009,1013,1011,0.76,0,4.32
2015/8/8,26,27,23,25,19,19,21,1011,1012,1014,97,100,97,36,67,65,34,28,28,19,17,21,21,21,21,16,18,20,1012,1015,1016,1009,1009,1013,0,0.76,0
2015/8/9,28,26,27,23,21,19,19,1011,1011,1012,97,97,100,55,36,67,31,34,28,21,19,17,24,21,21,17,16,18,1016,1012,1015,1009,1009,1009,9.14,0,0.76
2015/8/10,23,28,26,27,23,21,19,1011,1011,1011,91,97,97,63,55,36,32,31,34,23,21,19,24,24,21,21,17,16,1013,1016,1012,1008,1009,1009,0,9.14,0
2015/8/11,23,23,28,26,19,23,21,1016,1011,1011,93,91,97,48,63,55,29,32,31,17,23,21,23,24,24,16,21,17,1020,1013,1016,1013,1008,1009,0,0,9.14
2015/8/12,23,23,23,28,16,19,23,1022,1016,1011,93,93,91,40,48,63,31,29,32,14,17,23,17,23,24,14,16,21,1024,1020,1013,1021,1013,1008,0,0,0
2015/8/13,24,23,23,23,16,16,19,1022,1022,1016,100,93,93,39,40,48,31,31,29,15,14,17,18,17,23,15,14,16,1024,1024,1020,1019,1021,1013,0,0,0
2015/8/14,27,24,23,23,17,16,16,1018,1022,1022,93,100,93,41,39,40,32,31,31,17,15,14,18,18,17,16,15,14,1020,1024,1024,1016,1019,1021,0,0,0
2015/8/15,26,27,24,23,18,17,16,1019,1018,1022,84,93,100,38,41,39,33,32,31,20,17,15,20,18,18,17,16,15,1020,1020,1024,1017,1016,1019,0,0,0
2015/8/16,28,26,27,24,18,18,17,1018,1019,1018,93,84,93,38,38,41,33,33,32,18,20,17,19,20,18,17,17,16,1020,1020,1020,1015,1017,1016,0,0,0
2015/8/17,23,28,26,27,18,18,18,1014,1018,1019,79,93,84,41,38,38,34,33,33,21,18,20,20,19,20,17,17,17,1016,1020,1020,1013,1015,1017,0,0,0
2015/8/18,19,23,28,26,20,18,18,1014,1014,1018,97,79,93,79,41,38,26,34,33,20,21,18,21,20,19,19,17,17,1017,1016,1020,1012,1013,1015,43.69,0,0
2015/8/19,18,19,23,28,17,20,18,1009,1014,1014,97,97,79,57,79,41,24,26,34,13,20,21,20,21,20,10,19,17,1013,1017,1016,1005,1012,1013,9.14,43.69,0
2015/8/20,21,18,19,23,11,17,20,1012,1009,1014,84,97,97,36,57,79,25,24,26,12,13,20,14,20,21,8,10,19,1013,1013,1017,1010,1005,1012,2.03,9.14,43.69
2015/8/21,24,21,18,19,12,11,17,1013,1012,1009,93,84,97,34,36,57,29,25,24,11,12,13,14,14,20,11,8,10,1014,1013,1013,1011,1010,1005,0,2.03,9.14
2015/8/22,26,24,21,18,15,12,11,1011,1013,1012,84,93,84,48,34,36,30,29,25,18,11,12,19,14,14,11,11,8,1013,1014,1013,1009,1011,1010,0,0,2.03
2015/8/23,17,26,24,21,19,15,12,1010,1011,1013,90,84,93,47,48,34,33,30,29,18,18,11,24,19,14,14,11,11,1016,1013,1014,1006,1009,1011,0.25,0,0
2015/8/24,18,17,26,24,7,19,15,1020,1010,1011,89,90,84,33,47,48,24,33,30,10,18,18,11,24,19,6,14,11,1022,1016,1013,1017,1006,1009,0,0.25,0
2015/8/25,19,18,17,26,10,7,19,1021,1020,1010,93,89,90,30,33,47,28,24,33,8,10,18,13,11,24,7,6,14,1023,1022,1016,1019,1017,1006,0,0,0.25
2015/8/26,21,19,18,17,13,10,7,1021,1021,1020,96,93,89,45,30,33,28,28,24,11,8,10,16,13,11,10,7,6,1023,1023,1022,1019,1019,1017,0,0,0
2015/8/27,25,21,19,18,15,13,10,1020,1021,1021,93,96,93,44,45,30,29,28,28,13,11,8,18,16,13,12,10,7,1022,1023,1023,1017,1019,1019,0,0,0
2015/8/28,22,25,21,19,18,15,13,1013,1020,1021,87,93,96,55,44,45,31,29,28,19,13,11,21,18,16,16,12,10,1017,1022,1023,1009,1017,1019,7.87,0,0
2015/8/29,20,22,25,21,19,18,15,1011,1013,1020,90,87,93,62,55,44,27,31,29,18,19,13,21,21,18,16,16,12,1015,1017,1022,1008,1009,1017,18.8,7.87,0
2015/8/30,21,20,22,25,16,19,18,1017,1011,1013,100,90,87,68,62,55,23,27,31,16,18,19,17,21,21,15,16,16,1019,1015,1017,1015,1008,1009,0,18.8,7.87
2015/8/31,24,21,20,22,17,16,19,1016,1017,1011,93,100,90,67,68,62,26,23,27,17,16,18,19,17,21,16,15,16,1019,1019,1015,1014,1015,1008,0,0,18.8
2015/9/1,27,24,21,20,18,17,16,1013,1016,1017,100,93,100,51,67,68,31,26,23,17,17,16,21,19,17,17,16,15,1014,1019,1019,1011,1014,1015,0,0,0
2015/9/2,28,27,24,21,19,18,17,1012,1013,1016,90,100,93,44,51,67,34,31,26,21,17,17,21,21,19,18,17,16,1013,1014,1019,1010,1011,1014,0,0,0
2015/9/3,29,28,27,24,20,19,18,1010,1012,1013,90,90,100,44,44,51,34,34,31,21,21,17,21,21,21,19,18,17,1012,1013,1014,1008,1010,1011,0,0,0
2015/9/4,28,29,28,27,19,20,19,1009,1010,1012,79,90,90,39,44,44,35,34,34,23,21,21,21,21,21,18,19,18,1010,1012,1013,1007,1008,1010,0,0,0
2015/9/5,29,28,29,28,19,19,20,1010,1009,1010,87,79,90,44,39,44,33,35,34,22,23,21,22,21,21,18,18,19,1012,1010,1012,1009,1007,1008,1.02,0,0
2015/9/6,29,29,28,29,21,19,19,1011,1010,1009,82,87,79,46,44,39,34,33,35,24,22,23,22,22,21,20,18,18,1012,1012,1010,1010,1009,1007,0,1.02,0
2015/9/7,23,29,29,28,22,21,19,1010,1011,1010,93,82,87,42,46,44,37,34,33,22,24,22,24,22,22,21,20,18,1013,1012,1012,1008,1010,1009,16,0,1.02
2015/9/8,22,23,29,29,22,22,21,1013,1010,1011,100,93,82,74,42,46,28,37,34,19,22,24,23,24,22,17,21,20,1015,1013,1012,1010,1008,1010,30.23,16,0
2015/9/9,22,22,23,29,18,22,22,1013,1013,1010,100,100,93,58,74,42,27,28,37,18,19,22,19,23,24,17,17,21,1015,1015,1013,1010,1010,1008,9.91,30.23,16
2015/9/10,22,22,22,23,17,18,22,1015,1013,1013,100,100,100,54,58,74,28,27,28,15,18,19,20,19,23,14,17,17,1018,1015,1015,1012,1010,1010,7.62,9.91,30.23
2015/9/11,16,22,22,22,17,17,18,1014,1015,1013,90,100,100,49,54,58,29,28,27,14,15,18,18,20,19,14,14,17,1017,1018,1015,1013,1012,1010,4.06,7.62,9.91
2015/9/12,16,16,22,22,11,17,17,1022,1014,1015,93,90,100,44,49,54,21,29,28,10,14,15,13,18,20,8,14,14,1025,1017,1018,1018,1013,1012,0,4.06,7.62
2015/9/13,19,16,16,22,9,11,17,1021,1022,1014,93,93,90,44,44,49,22,21,29,9,10,14,10,13,18,8,8,14,1023,1025,1017,1018,1018,1013,0,0,4.06
2015/9/14,22,19,16,16,12,9,11,1012,1021,1022,89,93,93,48,44,44,27,22,21,11,9,10,16,10,13,9,8,8,1017,1023,1025,1008,1018,1018,0,0,0
2015/9/15,26,22,19,16,16,12,9,1008,1012,1021,90,89,93,51,48,44,29,27,22,16,11,9,18,16,10,14,9,8,1010,1017,1023,1007,1008,1018,0,0,0
2015/9/16,26,26,22,19,15,16,12,1009,1008,1012,73,90,89,34,51,48,32,29,27,20,16,11,18,18,16,13,14,9,1012,1010,1017,1007,1007,1008,0,0,0
2015/9/17,24,26,26,22,19,15,16,1011,1009,1008,90,73,90,46,34,51,32,32,29,21,20,16,22,18,18,17,13,14,1013,1012,1010,1007,1007,1007,0,0,0
2015/9/18,16,24,26,26,19,19,15,1007,1011,1009,84,90,73,51,46,34,33,32,32,16,21,20,21,22,18,13,17,13,1012,1013,1012,1005,1007,1007,0,0,0
2015/9/19,15,16,24,26,12,19,19,1013,1007,1011,89,84,90,53,51,46,21,33,32,12,16,21,14,21,22,10,13,17,1019,1012,1013,1011,1005,1007,10.92,0,0
2015/9/20,18,15,16,24,10,12,19,1020,1013,1007,96,89,84,47,53,51,21,21,33,9,12,16,11,14,21,8,10,13,1023,1019,1012,1019,1011,1005,0,10.92,0
2015/9/21,22,18,15,16,11,10,12,1017,1020,1013,89,96,89,42,47,53,26,21,21,11,9,12,13,11,14,9,8,10,1020,1023,1019,1014,1019,1011,0,0,10.92
2015/9/22,23,22,18,15,17,11,10,1014,1017,1020,100,89,96,55,42,47,28,26,21,15,11,9,19,13,11,13,9,8,1016,1020,1023,1012,1014,1019,0,0,0
2015/9/23,22,23,22,18,19,17,11,1016,1014,1017,100,100,89,58,55,42,29,28,26,17,15,11,21,19,13,16,13,9,1018,1016,1020,1014,1012,1014,0.76,0,0
2015/9/24,22,22,23,22,19,19,17,1018,1016,1014,93,100,100,82,58,55,24,29,28,20,17,15,21,21,19,18,16,13,1020,1018,1016,1016,1014,1012,6.6,0.76,0
2015/9/25,21,22,22,23,18,19,19,1017,1018,1016,100,93,100,60,82,58,26,24,29,18,20,17,19,21,21,16,18,16,1019,1020,1018,1015,1016,1014,11.18,6.6,0.76
2015/9/26,19,21,22,22,18,18,19,1020,1017,1018,100,100,93,60,60,82,26,26,24,15,18,20,19,19,21,13,16,18,1022,1019,1020,1018,1015,1016,6.6,11.18,6.6
2015/9/27,21,19,21,22,13,18,18,1020,1020,1017,100,100,100,42,60,60,27,26,26,11,15,18,15,19,19,9,13,16,1023,1022,1019,1017,1018,1015,0,6.6,11.18
2015/9/28,23,21,19,21,13,13,18,1014,1020,1020,93,100,100,37,42,60,29,27,26,13,11,15,15,15,19,12,9,13,1017,1023,1022,1011,1017,1018,0,0,6.6
2015/9/29,16,23,21,19,16,13,13,1012,1014,1020,90,93,100,36,37,42,31,29,27,14,13,11,17,15,15,14,12,9,1014,1017,1023,1010,1011,1017,0,0,0
2015/9/30,14,16,23,21,12,16,13,1019,1012,1014,93,90,93,40,36,37,22,31,29,9,14,13,18,17,15,7,14,12,1022,1014,1017,1014,1010,1011,20.32,0,0
2015/10/1,13,14,16,23,7,12,16,1023,1019,1012,93,93,90,37,40,36,21,22,31,7,9,14,8,18,17,5,7,14,1025,1022,1014,1022,1014,1010,0,20.32,0
2015/10/2,12,13,14,16,6,7,12,1026,1023,1019,86,93,93,44,37,40,19,21,22,7,7,9,8,8,18,5,5,7,1028,1025,1022,1024,1022,1014,0,0,20.32
2015/10/3,11,12,13,14,6,6,7,1026,1026,1023,86,86,93,44,44,37,18,19,21,6,7,7,7,8,8,4,5,5,1029,1028,1025,1022,1024,1022,0,0,0
2015/10/4,13,11,12,13,4,6,6,1021,1026,1026,89,86,86,39,44,44,17,18,19,4,6,7,6,7,8,3,4,5,1023,1029,1028,1019,1022,1024,0,0,0
2015/10/5,13,13,11,12,6,4,6,1022,1021,1026,89,89,86,44,39,44,20,17,18,6,4,6,8,6,7,5,3,4,1025,1023,1029,1021,1019,1022,0,0,0
2015/10/6,19,13,13,11,10,6,4,1023,1022,1021,93,89,89,72,44,39,16,20,17,9,6,4,12,8,6,8,5,3,1025,1025,1023,1021,1021,1019,0,0,0
2015/10/7,21,19,13,13,12,10,6,1021,1023,1022,93,93,89,39,72,44,26,16,20,12,9,6,13,12,8,10,8,5,1023,1025,1025,1020,1021,1021,0,0,0
2015/10/8,21,21,19,13,14,12,10,1020,1021,1023,90,93,93,50,39,72,26,26,16,16,12,9,16,13,12,13,10,8,1022,1023,1025,1017,1020,1021,0,0,0
2015/10/9,14,21,21,19,12,14,12,1017,1020,1021,90,90,93,31,50,39,28,26,26,13,16,12,15,16,13,7,13,10,1022,1022,1023,1015,1017,1020,0,0,0
2015/10/10,17,14,21,21,7,12,14,1026,1017,1020,93,90,90,42,31,50,19,28,26,8,13,16,12,15,16,5,7,13,1029,1022,1022,1022,1015,1017,0,0,0
2015/10/11,24,17,14,21,9,7,12,1018,1026,1017,89,93,90,39,42,31,27,19,28,6,8,13,13,12,15,5,5,7,1024,1029,1022,1011,1022,1015,0,0,0
